,Phone number,Fax,Email,Website,Address,locality,administrative_area_level_2,administrative_area_level_1,country,relation_number
581,023 82 56 37,023825637/023825674,apc.mohamadia@wilaya-alger.dz,,Cité 632 logts Mohammadia,Mohammadia,Dar El Beida,Alger,Algeria,157511
582,021 20 52 19,021205219/021205099,apc.bordjelkiffan@wilaya-alger.dz,,Rue Salah Eddine El Ayoubi,Bordj El Kiffan,Dar El Beida,Alger,Algeria,157472
583,023 77 02 47,23770247,apc.magharia@wilaya-alger.dz,,Rue Ahmed Zahi,El Magharia,Hussein Dey,Alger,Algeria,542689
584,021 93 11 98,21931198,apc.benimessous@wilaya-alger.dz,,Rue de la Revolution Beni Messous,Beni Messous,Bouzareah,Alger,Algeria,542466
585,021 50 38 24/021 50 01 70,21500687,apc.eucalyptus@wilaya-alger.dz,,Route National N°8 Eucalyptus,Les Eucalyptus,Baraki,Alger,Algeria,157532
586,023 55 84 82 / 023 58 48 17,23584806,apc.tessalaelmerdja@wilaya-alger.dz,,Rue de Libération Nationale,Tessala El Merdja,Birtouta,Alger,Algeria,540604
587,021 40 80 23/021 40 80 21,021408023/021408021,apc.ouledchebel@wilaya-alger.dz,,Rue 11 Décembre 1960,Ouled Chebel,Birtouta,Alger,Algeria,540556
588,021 44 33 82/021 44 35 04,21443945,apc.birtouta@wilaya-alger.dz,,Rue Khmisset,Birtouta,Birtouta,Alger,Algeria,540555
589,021 76 96 53/021 76 96 57,021769631/021769642,apc.sidimoussa@wilaya-alger.dz,,Route de Dar ElBeida Sidi Moussa,Sidi Moussa,Baraki,Alger,Algeria,540549
590,023 86 27 92/023 86 29 26,023862795/023862926,apc.rouiba@wilaya-alger.dz,,Cité Medrar Hcen,Rouiba,Rouiba,Alger,Algeria,2712725
591,023 96 14 07/023 96 14 08,023961407/023961408,apc.hraoua@wilaya-alger.dz,,Centre Hraoua,Herraoua,Rouiba,Alger,Algeria,157456
592,021 84 95 58/021 85 79 82,021857982/021859990,apc.reghaia@wilaya-alger.dz,,Rue Said Azzouni Réghaia Centre,Reghaia,Rouiba,Alger,Algeria,157452
593,023 95 41 79,023954174/023954175,apc.aintaya@wilaya-alger.dz,,Place Mohamed Khemisti,Ain Taya,Dar El Beida,Alger,Algeria,157460
594,023 87 11 98/023 87 11 97,23871190,apc.bordgelbahri@wilaya-alger.dz,,RN n°24 Bordj El Bahri,Bordj El Bahri,Dar El Beida,Alger,Algeria,157478
595,021 86 27 65/023 87 94 25,021862767/023879421,apc.elmarsa@wilaya-alger.dz,,Rue Principal El Marsa,El Marsa,Dar El Beida,Alger,Algeria,157462
596,021 32 71 27,21327127,apc.zeralda@wilaya-alger.dz,,Rue 1er Novembre Zéralda,Zeralda,Zeralda,Alger,Algeria,2711526
597,021 35 69 59,21357506,apc.saoula@wilaya-alger.dz,,Rue El Akid Amirouche,Sehaoula,Bir Mourad Rais,Alger,Algeria,541102
598,021 32 85 00/021 32 55 42,021328500/021325542,apc.mahelma@wilaya-alger.dz,,Rue Ameur Abdelkader Mahelma,Maalma,Zeralda,Alger,Algeria,241459
599,023 35 11 43,23351143,apc.babahassen@wilaya-alger.dz,,RueNache Mohamed Baba Hassen,Baba Hassen,Draria,Alger,Algeria,541086
600,021 41 72 00/021 41 72 01,21417253,apc.douera@wilaya-alger.dz,,Rue Mokadem Douéra centre,Douera,Draria,Alger,Algeria,540605
601,021 35 39 25,21354403,apc.draria@wilaya-alger.dz,,Rue Ben Chabane Mouloud Draria,Draria,Draria,Alger,Algeria,2711525
602,021 10 01 66,021100167/021100455,apc.rahmania@wilaya-alger.dz,,Rue Boukhari Brahimi Rahmania,Rahmania,Zeralda,Alger,Algeria,241470
603,023 28 00 04,023280001/023280002,apc.ouledfayet@wilaya-alger.dz,,04 Rue les jardins Oulled Fayet,Ouled Fayet,Cheraga,Alger,Algeria,541087
604,023 36 35 15,023364506/0233615,apc.cheraga@wilaya-alger.dz,,Rue Mohamed Boudiaf Chéraga,Cheraga,Cheraga,Alger,Algeria,2711524
605,023 39 11 90,23391193,apc.staouali@wilaya-alger.dz,,Rue Khaiti Ahmed Staouali,Staoueli,Zeralda,Alger,Algeria,540527
606,021 33 30 12,21333188,apc.elachour@wilaya-alger.dz,,Place Abdelaziz Redouane el Achour,El Achour,Draria,Alger,Algeria,544815
607,021 38 06 41,21380641,apc.souidania@wilaya-alger.dz,,Boulevard Mahdi Souidania,Souidania,Zeralda,Alger,Algeria,540526
608,023 31 33 03,23313301,apc.khraicia@wilaya-alger.dz,,Rue Beldjelet Khraicia centre,Khraissia,Draria,Alger,Algeria,541085
609,023 22 57 17,23225717,apc.ainbenian@wilaya-alger.dz,,Rue Mahieddine Ali Ain Banian,Ain Benian,Cheraga,Alger,Algeria,542350
610,027 92 22 17 /027 87 02 17,027 91 75 22 /027 87 37 65,,,Rue Emir  Abdelkader,Djelfa,Djelfa,Djelfa,Algeria,6533510
611,027 89 01 50,027 89 22 95,,,,Moudjebara,Ain El Ibel,Djelfa,Algeria,6533524
612,027 84 62 35,027 84 62 79,,,cite basstine,El Guedid,Charef,Djelfa,Algeria,6533512
613,027 96 53 68 /027 96 53 71,027 96 53 70 /027 96 53 67,,,nouvelle cite administratif,Hassi Bahbah,Hassi Bahbah,Djelfa,Algeria,6533519
614,027 96 93 55,027 96 93 55,,,avenue colonel lotfi,Ain Maabed,Hassi Bahbah,Djelfa,Algeria,6533501
615,027 97 21 19,027 97 21 19,,,cite centre ville,Sed Rahal,Messaad,Djelfa,Algeria,6533526
616,027 97 01 37,027 97 01 29,,,,Faidh El Botma,Faidh El Botma,Djelfa,Algeria,6533515
617,027 80 91 25,027 80 01 82,,,Rue  bou daoud ben seddik,Birine,Birine,Djelfa,Algeria,6533505
618,027 81 81 04,027 81 81 03,,,centre ville,Bouira Lahdab,Had Sahary,Djelfa,Algeria,6533506
619,027 88 61 38,027 88 61 38,,,,Zaccar,Ain El Ibel,Djelfa,Algeria,6533531
620,027 83 01 06,027 81 41 19,,,centre ville,El Khemis,Sidi Laadjel,Djelfa,Algeria,6533514
621,027 95 61 05 /027 95 61 06,027 95 61 06,,,,Sidi Baizid,Dar Chioukh,Djelfa,Algeria,6533528
622,027 89 31 35,027 89 31 35,,,,M'Liliha,Dar Chioukh,Djelfa,Algeria,6533522
623,027 88 90 88,027 88 90 93,,,cite administratif,El Idrissia,El Idrissia,Djelfa,Algeria,6533513
624,027 84 81 04,027 84 81 06,,,,Douis,El Idrissia,Djelfa,Algeria,6533511
625,027 96 62 70,027 96 63 80,,,Route de had sahary,Hassi El Euch,Hassi Bahbah,Djelfa,Algeria,6533520
626,027 98 80 83,027 98 80 83,,,cite centre ville,Messaad,Messaad,Djelfa,Algeria,6533523
627,027 95 71 03,027 95 71 03,,,cite centre ville,Guettara,Messaad,Djelfa,Algeria,6533517
628,027 94 61 31,027 94 61 33,,,cite de l'independence,Sidi Ladjel,Sidi Ladjel,Djelfa,Algeria,6533529
629,027 81 90 03,027 81 90 05 /027 81 90 02,,,cite mohamed bou amama,Had Sahary,Had Sahary,Djelfa,Algeria,6533518
630,027 81 21 45,027 81 21 58,,,centre ville,Guernini,Ain Oussera,Djelfa,Algeria,6533516
631,027 97 51 20,027 97 51 20,,,cite centre ville,Selmana,Messaad,Djelfa,Algeria,6533527
632,027 84 21 03,027 84 21 04,,,,Ain Chouhada,El Idrissia,Djelfa,Algeria,6533498
633,027 95 81 74,027 95 81 01,,,,Oum Laadham,Faidh El Botma,Djelfa,Algeria,6533525
634,027 88 18 03,027 88 18 03,,,place 1 mai,Dar Chioukh,Dar Chioukh,Djelfa,Algeria,6533508
635,027 84 31 51,027 84 31 51 ,,,centre ville,Charef,Charef,Djelfa,Algeria,6533507
636,027 84 51 10,027 84 51 09,,,cite Renaissance,Beni Yagoub,Charef,Djelfa,Algeria,6533504
637,027 95 51 53,027 95 51 53,,,cite ennour centre ville,Zaafrane,Hassi Bahbah,Djelfa,Algeria,6533532
638,027 97 41 06,027 97 41 06,,,cite centre ville,Deldoul,Messaad,Djelfa,Algeria,6533509
639,027 89 92 63,027 89 92 50,,,cite mohamed bou dhiaf,Ain El Ibel,Ain El Ibel,Djelfa,Algeria,6533499
640,027 94 23 39,027 94 26 78,,,Route National N°1,Ain Oussera,Ain Oussera,Djelfa,Algeria,6533502
641,027 94 71 32,027 94 71 14,,,Rue dardouri mokhtar,Benhar,Birine,Djelfa,Algeria,6533503
642,027 81 51 76,027 81 51 76,,,Route National N°40,Hassi Fedoul,Sidi Laadjel,Djelfa,Algeria,6533521
643,027 97 00 04,,,,,Amourah,Faidh El Botma,Djelfa,Algeria,6533497
644,027 81 01 04,027 81 01 03,,,centr ville,Ain Feka,Had Sahary,Djelfa,Algeria,6533500
645,027 89 21 22,027 89 22 95 /027 89 22 23,,,,Tadmit,Ain El Ibel,Djelfa,Algeria,6533530
646,034 47 19 25 / 034 47 14 06 / 034 47 77 97,034 47 19 10 / 034 47 22 29,apc jijel algerie@yahoo.fr,,RUE DE LA REPUBLIQUE,Jijel,Jijel,Jijel,Algeria,1982669
647,034 58 81 49,034 58 81 29 / 034 58 81 30 / 034 58 81 31,,,Erraguene centre wilaya de jijel,Erraguene,Ziamah Mansouriah,Jijel,Algeria,5802951
648,034 59 05 60,034 59 05 61,,,Rue Mohammed Boutaghou,El Aouana,El Aouana,Jijel,Algeria,5806798
649,034 58 21 86,034 58 21 91,apcziama@hotmail.fr,,Ziama  Mansouriah centre,Ziama Mansouriah,Ziamah Mansouriah,Jijel,Algeria,5806875
650,034 54 63 78 / 034 54 63 58 / 034 54 60 29 / 034 54 63 80,034 54 63 86 / 034 54 63 81,apctaher18002@gmail.com,,Rue 1er Novembre- Taher,Taher,Taher,Jijel,Algeria,6024211
651,034 44 11 67,034 44 12 25 / 034 44 14 57,apcemirabdelkader1806@gmail.com,,Rue M'hamdioua youcef,Emir Abdelkader,Taher,Jijel,Algeria,6024202
652,034 56 36 18 / 034 56 36 15 / 034 56 31 05,034 56 36 27 / 034 56 33 99 / 034 56 36 19,commune.chekfa@gmail.com,,"Rue Didouche Mourad,Chekfa 18003",Chekfa,Chekfa,Jijel,Algeria,6669721
653,034 56 11 66  ,034 56 11 22 / 034 56 11 33,,,Rue Arbid Rabah,Chahna,Taher,Jijel,Algeria,6024234
654,034 52 51 52 / 034 52 51 25 / 034 52 46 21,034 52 47 00,apc.elmilia@hotmail.com,www.apcelmilia.dz,PLACE BOUNNAH BELKACEM,El Milia,El Milia,Jijel,Algeria,6669725
655, 034 53  03 38 / 034 53 03 39,034 53 03 40 / 034 43 05 30,apcsidimarouf@gmail.com,,Rue Aïssa Lakhal,Sidi Maarouf,Sidi Maarouf,Jijel,Algeria,6669732
656,034 53 34 48 ,034 53 34 79 / 034 53 33 02,apcsettara@gmail.com,,RUE boussalem ahcene,Settara,Settara,Jijel,Algeria,6669730
657,034 53 21 50,034 53 25 75,,,Rue Amor Guerfi,El Ancer,El Ancer,Jijel,Algeria,6669723
658,034 55 62 40 /034 55 63 91,034 55 61 45 / 034 55 62 88,apc1813sidiabdelaziz@gmail.com,,17 Rue ledraa Hocine commune de sidi abdelaziz,Sidi Abdelaziz,Chekfa,Jijel,Algeria,6669731
659,034 55 42 60 / 034 55 42 63 / 034 55 42 64 / 034 55 42 65,034 55 42 62 / 034 55 42 61,apc.kaous@yahoo.fr,,apc kaous rue lahlili abdessalem,Kaous,Texenna,Jijel,Algeria,5803898
660,034 46 02 09,034 46 01 01,,,APC GHEBALA - DAIRA SETTARA,Ghebala,Settara,Jijel,Algeria,6669726
661,034 46 51 68,034 46 52 16,apcbouraouibelhadef@yahoo.fr,,Bouraoui Belhadef centre,Bouraoui Belhadef,El Ancer,Jijel,Algeria,6669720
662,034 56 03 99 / 034 56 01 64,034 56 03 98  / 034 56 02 06,apcdjimla1817@gmail.com,,EL-MAAD COMMUNE DJIMLA,Djimla,Djimla,Jijel,Algeria,6024221
663, 034 58 71 06,034 58 71 21 / 034 58 71 05,,,Rue 08 mai 1945 selma centre,Selma Benziada,El Aouana,Jijel,Algeria,5806878
664,034 56 81 01 ,034 56 81 02 / 034 56 81 03 / 034 56 81 99,,,Rue Echahid BENAIDJA Mohamed,Boussif Ouled Askeur,Taher,Jijel,Algeria,6024238
665,034 56 43 50 / 034 56 44 77 / 034 56 46 46 / 034 56 47 47 / 034 56 41 99 / 034 56 45 45 / 034 56 41 09 ,034 56 46 00 / 034 56 64 60,communekennar@gmail.com,,"Rue 1nouvembre,elkennar nouchefi 18030",El Kennar Nouchfi,Chekfa,Jijel,Algeria,6669724
666,034 46 91 20,034 46 91 60 / 034 46 91 06,,,OULED YAHIA  CENTRE,Ouled Yahia Khedrouche,El Milia,Jijel,Algeria,6669729
667,034 56 91 07 / 034 56 91 91,034 56 91 29 / 034 56 91 91,,,Tessitine centre,Boudriaa Ben Yadjis,Djimla,Jijel,Algeria,5802582
668,034 53 81 01,034 53 81 02 / 034 53 80 23,apcelancer@gmail.com,,KHIRI OUED ADJOUL,Kheïri Oued Adjoul,El Ancer,Jijel,Algeria,6669727
669,034 55 11 78,034 55 11 72,,,RUE ALN TEXENNA,Texenna,Texenna,Jijel,Algeria,5803876
670,034 46 21 85,034 46 21 79 / 034 46 21 80  / 034 46 21 60,djemaabenihabibi2017@gmail.com,,elkaada commune djemaa beni habibi,Djemaa Beni Habibi,El Ancer,Jijel,Algeria,6669722
671,034 56 95 95 / 034 56 95 27 / 034 56 95 28 / 034 56 95 31,034 56 95 27,communedebordjthar@gmail.com,,Bordj t'har centre,Bordj T'Har,Chekfa,Jijel,Algeria,6669719
672,034 46 61 50 / 034 46 61 15,034.46.62.26 / 034.46.62.22,,,larabaa centre ouled rabah,Ouled Rabah,Sidi Marouf,Jijel,Algeria,6669728
673,034 55 01 04,034 55 01 03,communeoudjana1828@gmail.com,,Oudjana Commune Oudjana Centre,Oudjana,Taher,Jijel,Algeria,6024233
674,036 51 25 56,036 51 25 56,siègeapcw19@gmail.com,,Cité bel air Sétif,Setif,Setif,Setif,Algeria,1617602
675,036 59 41 16/036 59 40 75,036 59 40 08/036 59 40 82,aek_setif@yahoo.fr,,Rue lakdim mabrouk,Ain El Kebira,Ain El Kebira,Setif,Algeria,1625323
676,036 89 22 15/ 036 89 25 95,036 89 22 15/036 89 25 95,beniazizapc@yahoo.fr/secsgbeniaziz@gmail.com,,Rue 1° novembre 1954,Beni-Aziz,Beni Aziz,Setif,Algeria,1618551
677,036 58 71 18,036 58 71 17/036 58 71 19,apcosa1901@gmail.com,,Douar grarsa,Ouled Si Ahmed,Ain Oulmene,Setif,Algeria,4307666
678,036 55 92 62/036 55 92 61,036 55 92 61/036 55 92 64,communeboutaleb1@gmail.com ,,boutaleb centre,Boutaleb,Salah Bey,Setif,Algeria,1625414
679,036 49 83 93,036 49 83 86,apc.ainroua@gmail.com,,Cite chahid rettab abbes,Ain-Roua,Bougaa,Setif,Algeria,1625347
680,036 79 31 91,036 79 31 27,apcdraakebilabp1907@gmail.com,,Ouled ali ben othmane,Draa-Kebila,Hammam Guergour,Setif,Algeria,1625410
681,036 87 01 05/036 87 04 85,036 87 08 59/036 87 03 91,commune1908@gmail.com,,Rue de la révolution,Bir-El-Arch,Bir El Arch,Setif,Algeria,1618480
682,036 40 42 02,036 40 42 05,apc.benichebana@gmail.com,,Beni chebana terfat centre,Beni Chebana,Beni Ourtilane,Setif,Algeria,1625370
683,036 57 58 05,036 57 58 05,apcouledtebben@gmail.com,,Apc ouled tebbane,Ouled Tebben,Salah Bey,Setif,Algeria,4308847
684,036 55 31 02/036 55 33 11,036 55 33 11/036 55 31 07,apchamma1911@gmail.com,,Commune de hamma,Hamma,Salah Bey,Setif,Algeria,1625413
685,036 90 01 29,036 90 01 02/036 90 03 63,apc.maouia@yahoo.fr,,Commune de maouia,Maaouia,Beni Aziz,Setif,Algeria,1618547
686,036 49 62 11/036 49 62 10,036 49 62 11/036 49 62 10,ainlegradj1913@gmail.com,,Ain legradj,Ain-Legradj,Beni Ourtilane,Setif,Algeria,1625385
687,036 54 28 97/036 54 29 17,036 54 28 88/036 54 28 79,ainabessa_1914@yahoo.fr,,Rue cheikh laifa,Ain Abessa,Ain Arnat,Setif,Algeria,1620848
688,036 90 11 47,036 90 11 48/036 90 15 80,dehamcha@yahoo.fr,,Ain rbiaa,Dehamcha,Ain El Kebira,Setif,Algeria,1625322
689,036 94 31 01/036 94 33 02,036 94 34 11/036 94 31 57/036 94 31 26,apc.babor2015@gmail.com,,Rue gueham amor,Babor,Babor,Setif,Algeria,1620770
690,036 74 02 73,036 74 00 40,apc.guidjel@gmail.com,,Ras el ma centre,Guidjel,Guidjel,Setif,Algeria,1618383
691,036 55 50 47,036 55 50 46/036 55 50 49/036 55 50 29,apcainlahdjar1918@gmail.com,,Siege commune ain lahdjar,Ain Lahdjar,Ain Azel,Setif,Algeria,4308805
692,036 98 51 08,036 98 52 30,apcbousselam1985@gmail.com,,Village ain dokkar,Bousselam,Bouandas,Setif,Algeria,1625368
693,036 47 64 65/036 47 64 58/036 47 64 81,036 47 64 60/036 47 64 67/036 47 64 82,apcee@yahoo.fr/apcee19600@yahoo.fr,,Rue du 1° novembre 1954,El Eulma,El Eulma,Setif,Algeria,1617600
694,036 46 52 10,036 46 52 11,apc.djemila@gmail.com,,Djemila centre,Djemila,Djemila,Setif,Algeria,1618540
695,036 49 30 06/036 49 30 07/036 49 30 08,036 49 30 09/036 49 31 95,apcbeniourtilane@yahoo.fr,,Beni ourtilane 19011,Beni Ourtilane,Beni Ourtilane,Setif,Algeria,1625374
696,036 57 78 70,036 57 87 72,apc.rasfa@yahoo.fr,,Commune rasfa 19060,Rosfa,Salah Bey,Setif,Algeria,4308871
697,036 59 31 02,036 59 31 11/036 59 34 93,apc.o.adouane@gmail.com,,Rue dhiafet mabrouk n°39,Ouled Addouane,Ain El Kebira,Setif,Algeria,1625325
698,036 46 71 57/036 46 71 58,036 46 71 58/036 46 71 57,apcbellaa@gmail.com,,Belaa centre,Bellaa,Bir El Arch,Setif,Algeria,1618501
699,036 73 17 83/036 73 12 61,036 73 17 83/036 73 12 61,apcainarnat@gmail.com,,Avenue 1°novembre 1954,Ain Arnat,Ain Arnat,Setif,Algeria,1618289
700,036 71 61 20,036 71 61 71,apcamoucha@gmail.com,,Rue  ALN,Amoucha,Amoucha,Setif,Algeria,1625324
701,036 56 36 86,036 56 32 32/036 56 34 34/036 72 98 06,apc.ainoulmene@gmail.com,,Rue kanouni athmane,Ain Oulmene,Ain Oulmene,Setif,Algeria,4307775
702,036 70 78 59/036 70 78 61,036 70 88 75/036 70 78 76/036 70 78 77,apc.beidabordj@gmail.com,,Rue 1°novembre 1954,Beidha Bordj,Ain Azel,Setif,Algeria,4297917
703,036 49 01 43,036 49 01 39,apcbouandas1930@gmail.com,,Bouandas centre,Bouandas,Bouandas,Setif,Algeria,2449042
704,036 46 61 94,036 46 61 97,apcbazersakra@gmail.com,,Mellah Amouchi,Bazer-Sakra,El Eulma,Setif,Algeria,1618476
705,036 77 82 35,036 77 81 60,apc.hs1932@gmail.com,,Hammam sokhna centre,Hammam Sokhna,Hammam Sokhna,Setif,Algeria,1618534
706,036 82 41 45/036 82 41 44,036 82 41 43,commune.elouricia@gmail.com,,Rue larbi ben m’hidi,Mezloug,Ain Arnat,Setif,Algeria,1618321
707,036 55 22 68,036 55 22 72,communebirhaddada@gmail.com,,Commune bir haddada,Bir Haddada,Ain Azel,Setif,Algeria,4307792
708,036 90 91 01/036 90 91 35,036 90 91 03/036 90 91 35,apcsrg@gmail.com,,Bida,Serdj-El-Ghoul,Babor,Setif,Algeria,1620746
709,036 79 21 57,036 79 21 09,apcharbil@yahoo.fr,,Centre de tittest,Harbil,Guenzet,Setif,Algeria,1625394
710,036 94 61 76/036 94 03 47,036 94 61 76,commune.elouricia@gmail.com,,Commune el ouricia,El Ouricia,Ain Arnat,Setif,Algeria,1618273
711,036 71 21 30,036 71 21 27,apc.tnb1938@gmail.com,,Cite khaled said,Tizi N'Bechar,Amoucha,Setif,Algeria,1620847
712,036 58 84 48,036 58 82 72,apcsalahbey@gmail.com,,RN 28 salah bey,Salah Bey,Salah Bey,Setif,Algeria,4308872
713,036 68 70 04/036 68 70 05,036 68 71 16/036 68 71 18,apcainazel@hotmail.com,,Rue Daoud Salah cite hammouda,Ain Azel,Ain Azel,Setif,Algeria,4298137
714,036 80 93 15,036 80 91 98/036 80 92 01,apcguenzet@outlook.fr,,GUENZET CENTRE,Guenzet,Guenzet,Setif,Algeria,1625389
715,036 78 11 09,036 78 11 02,apctalaifacene@gmail.com,,Tizi n’braham,Tala-Ifacene,Maoklane,Setif,Algeria,1625353
716,036 80 20 52/036 80 20 53,036 80 28 21,apcbougaa@yahoo.fr,,Rue colonel amirouche,Bougaa,Bougaa,Setif,Algeria,1625406
717,036 46 01 83,036 46 01 83,apc.benifouda19@gmail.com,,Rue du 1° novembre 1954,Beni Fouda,Djemila,Setif,Algeria,1618261
718,036 46 91 39,036 46 91 40/036 46 91 38,apctcd1945@gmail.com,,Tachouda centre,Tachouda,Bir El Arch,Setif,Algeria,2670866
719,036 40 48 04,036 40 48 04,benimouhli1946@gmail.com,,Beni mouhli centre,Beni-Mouhli,Beni Ourtilane,Setif,Algeria,1625369
720,036 54 04 02,036 54 04 04/036 54 04 08,apcouledsaber1947@gmail.com,,Bir souici,Ouled Sabor,Guidjel,Setif,Algeria,1617605
721,036 58 92 50/036 58 92 51,036 58 91 34,guellalapc9@gmail.com,www.apc-guellal.com,Guellal centre,Guellal,Ain Oulmene,Setif,Algeria,4298222
722,036 90 61 04,036 90 61 47,apc.ainsebt1949@yahoo.com,,Commune de ain sebt,Ain-Sebt,Beni Aziz,Setif,Algeria,1618549
723,036 49 91 20,036 49 91 15/036 49 91 17,apchguergour@gmail.com,,Hammam guergour,Hammam Guergour,Hammam Guergour,Setif,Algeria,1625403
724,036 78 21 04,036 78 21 27,apc.aitnoualmzada@gmail.com,,Mezada centre,Ait Naoual Mezada,Bouandas,Setif,Algeria,1625366
725,036 57 27 41,036 57 27 39,apc.ksarelabtal@yahoo.fr,,Cite boukthir bachir Rue 05 juillet 1962,Kasr El Abtal,Ain Oulmene,Setif,Algeria,4307617
726,036 49 51 11/036 49 51 67,036 49 51 67/036 49 52 53,benioussine.apc@gmail.com,,Beni oussine centre,Beni Oussine,Bougaa,Setif,Algeria,1625407
727,036 78 31 04,036 78 31 99,apcaittizi1945@gmail.com,,Village souk elthnine,Ait-Tizi,Bouandas,Setif,Algeria,1625360
728,036 40 74 09,036 40 74 10,communemaoklane@gmail.com,,Maoklane centre,Maoklane,Maoklane,Setif,Algeria,1625349
729,036 46 81 22,036 46 81 20/036 46 81 21,apc56.gueltazerga@gmail.com,,Sidi salah,Guelta Zerka,El Eulma,Setif,Algeria,1618503
730,036 90 71 01/036 90 71 07,036 90 71 01/036 90 71 07,apc.ouedelbared@gmail.com,,Rue 08 mai 1945,Oued El Bared,Amoucha,Setif,Algeria,1620801
731,036 77 63 28/03 77 63 30,036 77 64 29,apc.taya1958@gmail.com,,Taya centre,Taya,Hammam Sokhna,Setif,Algeria,1618535
732,036 85 21 18,036 85 21 04,apc.elouldja1959@gmail.com,,Rue mahmoud kharfallah,El-Ouldja,Bir El Arch,Setif,Algeria,1618537
733,036 86 01 10,036 86 01 03,apc_tella@yahoo.fr,,Tella centre,Tella,Hammam Sokhna,Setif,Algeria,1618532
734,048 41 32 06/07,048 41 33 01,,,commune saida,Saida,Saida,Saida,Algeria,5321733
735,048 30 51 30,048 30 51 30,,,commune doui thabet,Doui Thabet,Youb,Saida,Algeria,6544865
736,048 40 24 11,048 40 22 60,,,commune ain el hadjar,Ain El Hadjar,Ain El Hadjar,Saida,Algeria,6544862
737,048 42 10 25    ,048 42 10 24,,,commune ouled khaled,Ouled Khaled,Sidi Boubekeur,Saida,Algeria,6544871
738,048 40 61 51,048 40 61 22,,,commune moulay larbi,Moulay Larbi,Ain El Hadjar,Saida,Algeria,6544869
739,048 30 17 98,048 30 10 22,,,commune youb,Youb,Youb,Saida,Algeria,6544876
740,048 32 31 04,048 32 32 93,,,commune hounet,Hounet,Sidi Boubekeur,Saida,Algeria,6544867
741,048 50 90 83,048 50 90 26,,,commune sidi amar,Sidi Amar,Sidi Boubekeur,Saida,Algeria,6544873
742,048 50 40 27,048 50 40 88,,,commune sidi boubekeur,Sidi Boubekeur,Sidi Boubekeur,Saida,Algeria,6544874
743,048 51 00 42 ,048 51 01 82,,,commune el hassasnas,El Hassasna,El Hassasna,Saida,Algeria,6544866
744,048 33 27 69,048 33 27 69,,,commmune maamora,Maamora,El Hassasna,Saida,Algeria,6544868
745,048 40 74 93,048 40 75 40,,,commune sidi ahmed,Sidi Ahmed,Ain El Hadjar,Saida,Algeria,6544872
746,048 49 10 26,048 49 10 26,,,commune ain sekhouna,Ain Sekhouna,El Hassasna,Saida,Algeria,6544863
747,048 50 72 54,048 50 71 02,,,commune ouled brahim,Ouled Brahim,Ouled Brahim,Saida,Algeria,6544870
748,048 49 50 08,048 49 50 08,,,commune tircine,Tircine,Ouled Brahim,Saida,Algeria,6544875
749,048 46 01 32,048 46 01 32,,,commune ain soltane,Ain Soltane,Ouled Brahim,Saida,Algeria,6544864
750,03876.34.36 038.76.34.37 038.76.34.38 038.76.34.39 ,038.76.36.50,apcskikda2101@gmail.com,,RUE ZIGHOUD YOUCEF,Skikda,Skikda,Skikda,Algeria,2514757
751,038.72.81.00,038.72.81.10,apcainzouit@hotmail.fr,,RUE GRINE MOUHAMED AIN ZOUIT,Ain Zouit,El Hadaiek,Skikda,Algeria,6543278
752,038.72.91.17 / 038.72.91.12 / 038.72.91.10 / 038.72.91.16 / 038.92.72.04  ,038.72.91.17 038.72.91.13,communedelhadaiek@wilayadeskikda-dz.com,,APC ELHADAIEK,El Hadaiek,El Hadaiek,Skikda,Algeria,6543286
753,038.77.85.24 038.77.84.77,038.77.72.30,,,COUR DES MARTYRES AZZABA,Azzaba,Azzaba,Skikda,Algeria,6543279
754,038.96.41.05 038.96.41.04 038.96.41.06 ,038.96.41.04  038.96.41.06,,,DJENDEL SAADI MOUHAMED,Djendel Saadi Mohamed,Azzaba,Skikda,Algeria,5173305
755,038.96.04.06,038.96.02.02,,,AIN CHARCHAR,Ain Charchar,Azzaba,Skikda,Algeria,6543276
756,038.96.35.78 038.96.34.11,038.96.35.78 038.96.34.11,b.lakhdar2107@gmail.com,,COMMUNE BEKOUCHE LEKHDAR DAIRA BEN AZZZOUZ W.SKIKDA,Bekkouche Lakhdar,Ben Azzouz,Skikda,Algeria,6437423
757,038.73.01.57/ 038.73.01.56/ 038.73.02.36/ 038.73.05.82/ 038.73.01.20  ,038.73.02.36,communedebenazzouz@wilayadeskikda-dz.com,,BEN AZZOUZ CENTRE,Ben Azzouz,Ben Azzouz,Skikda,Algeria,5170972
758,038.95.26.89,038.95.24.01,communedessebt@wilayadeskikda-dz.com,,RUE LAADAISIA KHMISE ESSEBT CENTRE,Es Sebt,Azzaba,Skikda,Algeria,6543289
759,038.90.91.89 038.90.91.87,038.90.91.96,,,RUE DIDOUCHE MOURAD,Collo,Collo,Skikda,Algeria,6407308
760,038.91.51.24,038.91.51.49,,,RUE ALI BAIKER LOULOUDJ,Beni Zid,Collo,Skikda,Algeria,6543282
761,038.91.41.78,038.91.41.78,kerkera2112@gmail.com,,RUE 1NOVEMBRE 1954,Kerkera,Tamalous,Skikda,Algeria,6543291
762,038.90.03.80,038.90.03.81,www.communedouledatia@wilayadeskikda-dz.com,,COMMUNE OULED ATTIA BOUNGHRA CENTRE,Ouled Attia,Ouled Attia,Skikda,Algeria,6543295
